"id","Response","key","percent_match","Scored","Condition.Number","Condition.Description","Stimuli.Cue","Stimuli.Shuffle","Stimuli.Stimuli.Notes","Procedure.Shuffle","Response.JOL","Procedure.Shuffle.1","Response.RT"
"w10137415_tj","clean","clean","1",1,2,"JOL","hygiene","Study1","F","Study Phase",100,"Recall1",4082
"w10139313_DNM","clean","clean","1",1,2,"JOL","hygiene","Study1","F","Study Phase",90,"Recall1",1745
"w10143279D.A","clean","clean","1",1,2,"JOL","hygiene","Study1","F","Study Phase",100,"Recall1",4605
"w10152065_kgp","clean","clean","1",1,2,"JOL","hygiene","Study1","F","Study Phase",90,"Recall1",2186
"w10152143_ars","clean","clean","1",1,2,"JOL","hygiene","Study1","F","Study Phase",60,"Recall1",3089
"w10152190_mm","clean","clean","1",1,2,"JOL","hygiene","Study1","F","Study Phase",77,"Recall1",2340
"w10152527_jmt","clean","clean","1",1,2,"JOL","hygiene","Study1","F","Study Phase",41,"Recall1",3159
"w10159882_ARS","clean","clean","1",1,2,"JOL","hygiene","Study1","F","Study Phase",100,"Recall1",3138
"w10160519_vas","clean","clean","1",1,2,"JOL","hygiene","Study1","F","Study Phase",100,"Recall1",1923
"w10161022_mj","clean","clean","1",1,2,"JOL","hygiene","Study1","F","Study Phase",99,"Recall1",1830
"w10168271ae","clean","clean","1",1,2,"JOL","hygiene","Study1","F","Study Phase",100,"Recall1",2067
"w470603_jgn","clean","clean","1",1,2,"JOL","hygiene","Study1","F","Study Phase",100,"Recall1",2706
"w738206JEH","clean","clean","1",1,2,"JOL","hygiene","Study1","F","Study Phase",93,"Recall1",2697
"10158411AW","","rod","0",0,2,"JOL","keys","Study1","U","Study Phase",23,"Recall1",10755
"10178510lj","","rod","0",0,2,"JOL","keys","Study1","U","Study Phase",7,"Recall1",2529
"w10125208_cfe","car","rod","0.333333333333333",0,2,"JOL","keys","Study1","U","Study Phase",20,"Recall1",8036
"w10132740_fmm","lock","rod","0.25",0,2,"JOL","keys","Study1","U","Study Phase",0,"Recall1",2367
"w10137415_tj","rod","rod","1",1,2,"JOL","keys","Study1","U","Study Phase",0,"Recall1",4622
"w10139313_DNM","steak","rod","0",0,2,"JOL","keys","Study1","U","Study Phase",45,"Recall1",3430
"w10143279D.A","knob","rod","0.25",0,2,"JOL","keys","Study1","U","Study Phase",1,"Recall1",3304
"w10152065_kgp","meat","rod","0",0,2,"JOL","keys","Study1","U","Study Phase",20,"Recall1",2653
"w10152143_ars","ring","rod","0.25",0,2,"JOL","keys","Study1","U","Study Phase",30,"Recall1",9304
"w10152190_mm","maze","rod","0",0,2,"JOL","keys","Study1","U","Study Phase",40,"Recall1",6359
"w10152527_jmt","rod","rod","1",1,2,"JOL","keys","Study1","U","Study Phase",20,"Recall1",5400
"w10159882_ARS","rod","rod","1",1,2,"JOL","keys","Study1","U","Study Phase",10,"Recall1",4018
"w10160519_vas","heart","rod","0.2",0,2,"JOL","keys","Study1","U","Study Phase",12,"Recall1",6739
"w10161022_mj","rod","rod","1",1,2,"JOL","keys","Study1","U","Study Phase",80,"Recall1",2007
"w10168271ae","?","rod","0",0,2,"JOL","keys","Study1","U","Study Phase",40,"Recall1",5831
"w470603_jgn","rod","rod","1",1,2,"JOL","keys","Study1","U","Study Phase",43,"Recall1",1687
"w738206JEH","tooth","rod","0.2",0,2,"JOL","keys","Study1","U","Study Phase",4,"Recall1",6387
"10158411AW","hear","fiction","0",0,2,"JOL","listen","Study1","U","Study Phase",75,"Recall1",4386
"10178510lj","","fiction","0",0,2,"JOL","listen","Study1","U","Study Phase",10,"Recall1",1386
"w10125208_cfe","hear","fiction","0",0,2,"JOL","listen","Study1","U","Study Phase",40,"Recall1",3180
"w10132740_fmm","ear","fiction","0",0,2,"JOL","listen","Study1","U","Study Phase",0,"Recall1",2683
"w10137415_tj","","fiction","0",0,2,"JOL","listen","Study1","U","Study Phase",10,"Recall1",7161
"w10139313_DNM","","fiction","0",0,2,"JOL","listen","Study1","U","Study Phase",60,"Recall1",4565
"w10143279D.A","hear","fiction","0",0,2,"JOL","listen","Study1","U","Study Phase",20,"Recall1",2033
"w10152065_kgp","quiet","fiction","0.285714285714286",0,2,"JOL","listen","Study1","U","Study Phase",39,"Recall1",4704
"w10152143_ars","phone","fiction","0.285714285714286",0,2,"JOL","listen","Study1","U","Study Phase",50,"Recall1",4124
"w10152190_mm","keyt","fiction","0.142857142857143",0,2,"JOL","listen","Study1","U","Study Phase",27,"Recall1",5128
"w10152527_jmt","","fiction","0",0,2,"JOL","listen","Study1","U","Study Phase",20,"Recall1",8486
"w10159882_ARS","","fiction","0",0,2,"JOL","listen","Study1","U","Study Phase",0,"Recall1",5309
"w10160519_vas","chocolate","fiction","0.333333333333333",0,2,"JOL","listen","Study1","U","Study Phase",50,"Recall1",4826
"w10161022_mj","speak","fiction","0",0,2,"JOL","listen","Study1","U","Study Phase",78,"Recall1",2717
"w10168271ae","?","fiction","0",0,2,"JOL","listen","Study1","U","Study Phase",30,"Recall1",4746
"w470603_jgn","loud","fiction","0.142857142857143",0,2,"JOL","listen","Study1","U","Study Phase",50,"Recall1",2009
"w738206JEH","quiet","fiction","0.285714285714286",0,2,"JOL","listen","Study1","U","Study Phase",12,"Recall1",5037
"10158411AW","trash","trash","1",1,2,"JOL","litter","Study1","F","Study Phase",87,"Recall1",5035
"10178510lj","trash","trash","1",1,2,"JOL","litter","Study1","F","Study Phase",40,"Recall1",3710
"w10125208_cfe","trash","trash","1",1,2,"JOL","litter","Study1","F","Study Phase",90,"Recall1",2585
"w10132740_fmm","trash","trash","1",1,2,"JOL","litter","Study1","F","Study Phase",50,"Recall1",2785
"w10137415_tj","trash","trash","1",1,2,"JOL","litter","Study1","F","Study Phase",90,"Recall1",3070
"w10139313_DNM","trash","trash","1",1,2,"JOL","litter","Study1","F","Study Phase",100,"Recall1",2425
"w10143279D.A","dog","trash","0",0,2,"JOL","litter","Study1","F","Study Phase",100,"Recall1",5032
"w10152065_kgp","trash","trash","1",1,2,"JOL","litter","Study1","F","Study Phase",69,"Recall1",2954
"w10152143_ars","trash","trash","1",1,2,"JOL","litter","Study1","F","Study Phase",80,"Recall1",2773
"w10152190_mm","trash","trash","1",1,2,"JOL","litter","Study1","F","Study Phase",88,"Recall1",2626
"w10152527_jmt","trash","trash","1",1,2,"JOL","litter","Study1","F","Study Phase",50,"Recall1",1966
"w10159882_ARS","trash","trash","1",1,2,"JOL","litter","Study1","F","Study Phase",100,"Recall1",3879
"w10160519_vas","trash","trash","1",1,2,"JOL","litter","Study1","F","Study Phase",88,"Recall1",1867
"w10161022_mj","trash","trash","1",1,2,"JOL","litter","Study1","F","Study Phase",89,"Recall1",1724
"w10168271ae","trash","trash","1",1,2,"JOL","litter","Study1","F","Study Phase",100,"Recall1",2378
"w470603_jgn","trash","trash","1",1,2,"JOL","litter","Study1","F","Study Phase",100,"Recall1",2180
"w738206JEH","trash","trash","1",1,2,"JOL","litter","Study1","F","Study Phase",80,"Recall1",3217
"10158411AW","run","phone","0.2",0,2,"JOL","maze","Study1","U","Study Phase",1,"Recall1",25376
"10178510lj","spray","phone","0.2",0,2,"JOL","maze","Study1","U","Study Phase",11,"Recall1",6642
"w10125208_cfe","phone","phone","1",1,2,"JOL","maze","Study1","U","Study Phase",20,"Recall1",2714
"w10132740_fmm","corn","phone","0.4",0,2,"JOL","maze","Study1","U","Study Phase",0,"Recall1",3336
"w10137415_tj","phone","phone","1",1,2,"JOL","maze","Study1","U","Study Phase",0,"Recall1",1935
"w10139313_DNM","phone","phone","1",1,2,"JOL","maze","Study1","U","Study Phase",35,"Recall1",4956
"w10143279D.A","","phone","0",0,2,"JOL","maze","Study1","U","Study Phase",0,"Recall1",3596
"w10152065_kgp","","phone","0",0,2,"JOL","maze","Study1","U","Study Phase",12,"Recall1",2889
"w10152143_ars","run","phone","0.2",0,2,"JOL","maze","Study1","U","Study Phase",10,"Recall1",4633
"w10152190_mm","","phone","0",0,2,"JOL","maze","Study1","U","Study Phase",NA,"Recall1",1587
"w10152527_jmt","","phone","0",0,2,"JOL","maze","Study1","U","Study Phase",30,"Recall1",3530
"w10159882_ARS","phone","phone","1",1,2,"JOL","maze","Study1","U","Study Phase",0,"Recall1",3377
"w10160519_vas","runner","phone","0.333333333333333",0,2,"JOL","maze","Study1","U","Study Phase",36,"Recall1",2435
"w10161022_mj","phone","phone","1",1,2,"JOL","maze","Study1","U","Study Phase",30,"Recall1",1852
"w10168271ae","?","phone","0",0,2,"JOL","maze","Study1","U","Study Phase",30,"Recall1",5656
"w470603_jgn","phone","phone","1",1,2,"JOL","maze","Study1","U","Study Phase",75,"Recall1",2314
"w738206JEH","run","phone","0.2",0,2,"JOL","maze","Study1","U","Study Phase",23,"Recall1",3841
"10158411AW","","keys","0",0,2,"JOL","meat","Study1","U","Study Phase",3,"Recall1",10727
"10178510lj","","keys","0",0,2,"JOL","meat","Study1","U","Study Phase",10,"Recall1",2541
"w10125208_cfe","dinner","keys","0.166666666666667",0,2,"JOL","meat","Study1","U","Study Phase",20,"Recall1",4407
"w10132740_fmm","ball","keys","0",0,2,"JOL","meat","Study1","U","Study Phase",0,"Recall1",2439
"w10137415_tj","","keys","0",0,2,"JOL","meat","Study1","U","Study Phase",0,"Recall1",7907
"w10139313_DNM","keys","keys","1",1,2,"JOL","meat","Study1","U","Study Phase",30,"Recall1",4208
"w10143279D.A","chair","keys","0",0,2,"JOL","meat","Study1","U","Study Phase",0,"Recall1",6409
"w10152065_kgp","keys","keys","1",1,2,"JOL","meat","Study1","U","Study Phase",0,"Recall1",2963
"w10152143_ars","steak","keys","0.6",0,2,"JOL","meat","Study1","U","Study Phase",30,"Recall1",4543
"w10152190_mm","make","keys","0.5",0,2,"JOL","meat","Study1","U","Study Phase",26,"Recall1",2844
"w10152527_jmt","keys","keys","1",1,2,"JOL","meat","Study1","U","Study Phase",10,"Recall1",3096
"w10159882_ARS","","keys","0",0,2,"JOL","meat","Study1","U","Study Phase",0,"Recall1",8246
"w10160519_vas","locker","keys","0.333333333333333",0,2,"JOL","meat","Study1","U","Study Phase",55,"Recall1",3006
"w10161022_mj","tree","keys","0.25",0,2,"JOL","meat","Study1","U","Study Phase",45,"Recall1",4890
"w10168271ae","?","keys","0",0,2,"JOL","meat","Study1","U","Study Phase",20,"Recall1",26887
"w470603_jgn","phone","keys","0.2",0,2,"JOL","meat","Study1","U","Study Phase",0,"Recall1",7045
"w738206JEH","steak","keys","0.6",0,2,"JOL","meat","Study1","U","Study Phase",65,"Recall1",5221
"10158411AW","m","maroon","0.166666666666667",0,2,"JOL","mirror","Study1","U","Study Phase",1,"Recall1",17015
"10178510lj","","maroon","0",0,2,"JOL","mirror","Study1","U","Study Phase",12,"Recall1",5947
"w10125208_cfe","maroon ","maroon","0.857142857142857",1,2,"JOL","mirror","Study1","U","Study Phase",10,"Recall1",12487
"w10132740_fmm","reflection","maroon","0.3",0,2,"JOL","mirror","Study1","U","Study Phase",0,"Recall1",4541
"w10137415_tj","maroon","maroon","1",1,2,"JOL","mirror","Study1","U","Study Phase",0,"Recall1",3398
"w10139313_DNM","maroon","maroon","1",1,2,"JOL","mirror","Study1","U","Study Phase",30,"Recall1",8473
"w10143279D.A","wall","maroon","0.166666666666667",0,2,"JOL","mirror","Study1","U","Study Phase",0,"Recall1",2331
"w10152065_kgp","","maroon","0",0,2,"JOL","mirror","Study1","U","Study Phase",12,"Recall1",4869
"w10152143_ars","ball","maroon","0.166666666666667",0,2,"JOL","mirror","Study1","U","Study Phase",50,"Recall1",3825
"w10152190_mm","","maroon","0",0,2,"JOL","mirror","Study1","U","Study Phase",10,"Recall1",1616
"w10152527_jmt","","maroon","0",0,2,"JOL","mirror","Study1","U","Study Phase",30,"Recall1",4100
"w10159882_ARS","maroon","maroon","1",1,2,"JOL","mirror","Study1","U","Study Phase",0,"Recall1",8156
"w10160519_vas","maroon","maroon","1",1,2,"JOL","mirror","Study1","U","Study Phase",88,"Recall1",2553
"w10161022_mj","maroon","maroon","1",1,2,"JOL","mirror","Study1","U","Study Phase",60,"Recall1",5663
"w10168271ae","wall","maroon","0.166666666666667",0,2,"JOL","mirror","Study1","U","Study Phase",10,"Recall1",5911
"w470603_jgn","look","maroon","0.333333333333333",0,2,"JOL","mirror","Study1","U","Study Phase",0,"Recall1",2321
"w738206JEH","merger","maroon","0.333333333333333",0,2,"JOL","mirror","Study1","U","Study Phase",22,"Recall1",25712
"10158411AW","donkey","donkey","1",1,2,"JOL","mule","Study1","F","Study Phase",76,"Recall1",3237
"10158411AW","donkey","donkey","1",1,2,"JOL","mule","Study1","F","Study Phase",76,"Recall1",3527
"10178510lj","donkey","donkey","1",1,2,"JOL","mule","Study1","F","Study Phase",29,"Recall1",3786
"10178510lj","donkey","donkey","1",1,2,"JOL","mule","Study1","F","Study Phase",30,"Recall1",4096
"w10125208_cfe","donkey ","donkey","0.857142857142857",1,2,"JOL","mule","Study1","F","Study Phase",80,"Recall1",3294
"w10125208_cfe","donkey","donkey","1",1,2,"JOL","mule","Study1","F","Study Phase",90,"Recall1",4547
"w10132740_fmm","donkey","donkey","1",1,2,"JOL","mule","Study1","F","Study Phase",0,"Recall1",3337
"w10132740_fmm","donkey","donkey","1",1,2,"JOL","mule","Study1","F","Study Phase",0,"Recall1",2987
"w10137415_tj","donkey","donkey","1",1,2,"JOL","mule","Study1","F","Study Phase",80,"Recall1",2178
"w10137415_tj","donkey","donkey","1",1,2,"JOL","mule","Study1","F","Study Phase",90,"Recall1",1860
"w10139313_DNM","donkey","donkey","1",1,2,"JOL","mule","Study1","F","Study Phase",99,"Recall1",2214
"w10139313_DNM","donkey","donkey","1",1,2,"JOL","mule","Study1","F","Study Phase",99,"Recall1",2132
"w10143279D.A","mouse","donkey","0.333333333333333",0,2,"JOL","mule","Study1","F","Study Phase",0,"Recall1",4985
"w10143279D.A","mouse ","donkey","0.333333333333333",0,2,"JOL","mule","Study1","F","Study Phase",20,"Recall1",3238
"w10152065_kgp","donkey","donkey","1",1,2,"JOL","mule","Study1","F","Study Phase",13,"Recall1",6736
"w10152065_kgp","donkey","donkey","1",1,2,"JOL","mule","Study1","F","Study Phase",17,"Recall1",6734
"w10152143_ars","donkey","donkey","1",1,2,"JOL","mule","Study1","F","Study Phase",70,"Recall1",2896
"w10152143_ars","donkey","donkey","1",1,2,"JOL","mule","Study1","F","Study Phase",80,"Recall1",3134
"w10152190_mm","donkey","donkey","1",1,2,"JOL","mule","Study1","F","Study Phase",60,"Recall1",1525
"w10152190_mm","donkey","donkey","1",1,2,"JOL","mule","Study1","F","Study Phase",50,"Recall1",1814
"w10152527_jmt","donkey","donkey","1",1,2,"JOL","mule","Study1","F","Study Phase",20,"Recall1",3333
"w10152527_jmt","odnkey","donkey","1",1,2,"JOL","mule","Study1","F","Study Phase",40,"Recall1",2451
"w10159882_ARS","donkey","donkey","1",1,2,"JOL","mule","Study1","F","Study Phase",30,"Recall1",4453
"w10159882_ARS","donkey","donkey","1",1,2,"JOL","mule","Study1","F","Study Phase",100,"Recall1",3434
"w10160519_vas","donkey","donkey","1",1,2,"JOL","mule","Study1","F","Study Phase",65,"Recall1",1684
"w10160519_vas","donkey","donkey","1",1,2,"JOL","mule","Study1","F","Study Phase",65,"Recall1",1672
"w10161022_mj","donkey","donkey","1",1,2,"JOL","mule","Study1","F","Study Phase",90,"Recall1",1791
"w10161022_mj","donkey","donkey","1",1,2,"JOL","mule","Study1","F","Study Phase",90,"Recall1",1612
"w10168271ae","donkey","donkey","1",1,2,"JOL","mule","Study1","F","Study Phase",80,"Recall1",2879
"w10168271ae","donkey","donkey","1",1,2,"JOL","mule","Study1","F","Study Phase",80,"Recall1",2189
"w470603_jgn","donkey","donkey","1",1,2,"JOL","mule","Study1","F","Study Phase",100,"Recall1",2481
"w470603_jgn","donkey","donkey","1",1,2,"JOL","mule","Study1","F","Study Phase",100,"Recall1",2058
"w738206JEH","donkey","donkey","1",1,2,"JOL","mule","Study1","F","Study Phase",89,"Recall1",3616
"w738206JEH","donkey","donkey","1",1,2,"JOL","mule","Study1","F","Study Phase",99,"Recall1",2683
"10158411AW","sleep","sleep","1",1,2,"JOL","nap","Study1","F","Study Phase",45,"Recall1",6650
"10178510lj","sleep","sleep","1",1,2,"JOL","nap","Study1","F","Study Phase",30,"Recall1",3883
"w10125208_cfe","sleep","sleep","1",1,2,"JOL","nap","Study1","F","Study Phase",90,"Recall1",3891
"w10132740_fmm","sleep","sleep","1",1,2,"JOL","nap","Study1","F","Study Phase",80,"Recall1",3964
"w10137415_tj","sleep","sleep","1",1,2,"JOL","nap","Study1","F","Study Phase",99,"Recall1",4483
"w10139313_DNM","sleep","sleep","1",1,2,"JOL","nap","Study1","F","Study Phase",97,"Recall1",5424
"w10143279D.A","sleep ","sleep","0.833333333333333",1,2,"JOL","nap","Study1","F","Study Phase",100,"Recall1",2663
"w10152065_kgp","sleep","sleep","1",1,2,"JOL","nap","Study1","F","Study Phase",96,"Recall1",2755
"w10152143_ars","sleep","sleep","1",1,2,"JOL","nap","Study1","F","Study Phase",80,"Recall1",3305
"w10152190_mm","sleep","sleep","1",1,2,"JOL","nap","Study1","F","Study Phase",90,"Recall1",2902
"w10152527_jmt","sleep","sleep","1",1,2,"JOL","nap","Study1","F","Study Phase",45,"Recall1",1897
"w10159882_ARS","sleep","sleep","1",1,2,"JOL","nap","Study1","F","Study Phase",100,"Recall1",3196
"w10160519_vas","sleep","sleep","1",1,2,"JOL","nap","Study1","F","Study Phase",90,"Recall1",1518
"w10161022_mj","sleep","sleep","1",1,2,"JOL","nap","Study1","F","Study Phase",100,"Recall1",1671
"w10168271ae","sleep","sleep","1",1,2,"JOL","nap","Study1","F","Study Phase",80,"Recall1",2084
"w470603_jgn","sleep","sleep","1",1,2,"JOL","nap","Study1","F","Study Phase",100,"Recall1",1852
"w738206JEH","sleep","sleep","1",1,2,"JOL","nap","Study1","F","Study Phase",90,"Recall1",3745
"10158411AW","flower","flower","1",1,2,"JOL","orchid","Study1","F","Study Phase",45,"Recall1",3219
"10178510lj","flower","flower","1",1,2,"JOL","orchid","Study1","F","Study Phase",30,"Recall1",2630
"w10125208_cfe","flower","flower","1",1,2,"JOL","orchid","Study1","F","Study Phase",60,"Recall1",3757
"w10132740_fmm","flower","flower","1",1,2,"JOL","orchid","Study1","F","Study Phase",90,"Recall1",2567
"w10137415_tj","flower","flower","1",1,2,"JOL","orchid","Study1","F","Study Phase",90,"Recall1",4140
"w10139313_DNM","flower","flower","1",1,2,"JOL","orchid","Study1","F","Study Phase",98,"Recall1",2968
"w10143279D.A","flower","flower","1",1,2,"JOL","orchid","Study1","F","Study Phase",0,"Recall1",3422
"w10152065_kgp","flower","flower","1",1,2,"JOL","orchid","Study1","F","Study Phase",6,"Recall1",3369
"w10152143_ars","flower","flower","1",1,2,"JOL","orchid","Study1","F","Study Phase",70,"Recall1",2642
"w10152190_mm","flower","flower","1",1,2,"JOL","orchid","Study1","F","Study Phase",100,"Recall1",1642
"w10152527_jmt","apple","flower","0.333333333333333",0,2,"JOL","orchid","Study1","F","Study Phase",35,"Recall1",4088
"w10159882_ARS","flower","flower","1",1,2,"JOL","orchid","Study1","F","Study Phase",55,"Recall1",3453
"w10160519_vas","flower","flower","1",1,2,"JOL","orchid","Study1","F","Study Phase",30,"Recall1",1740
"w10161022_mj","flower","flower","1",1,2,"JOL","orchid","Study1","F","Study Phase",99,"Recall1",1755
"w10168271ae","flower","flower","1",1,2,"JOL","orchid","Study1","F","Study Phase",80,"Recall1",4968
"w470603_jgn","flower","flower","1",1,2,"JOL","orchid","Study1","F","Study Phase",100,"Recall1",3756
"w738206JEH","flower","flower","1",1,2,"JOL","orchid","Study1","F","Study Phase",98,"Recall1",2861
"10158411AW","birthday","birthday","1",1,2,"JOL","pie","Study1","M","Study Phase",9,"Recall1",3174
"10178510lj","birthday","birthday","1",1,2,"JOL","pie","Study1","M","Study Phase",15,"Recall1",9061
"w10125208_cfe","birthday","birthday","1",1,2,"JOL","pie","Study1","M","Study Phase",40,"Recall1",4485
"w10132740_fmm","birthday","birthday","1",1,2,"JOL","pie","Study1","M","Study Phase",0,"Recall1",4340
"w10137415_tj","birthday","birthday","1",1,2,"JOL","pie","Study1","M","Study Phase",15,"Recall1",3188
"w10139313_DNM","birthday","birthday","1",1,2,"JOL","pie","Study1","M","Study Phase",67,"Recall1",3933
"w10143279D.A","cake","birthday","0.125",0,2,"JOL","pie","Study1","M","Study Phase",40,"Recall1",2302
"w10152065_kgp","birthday","birthday","1",1,2,"JOL","pie","Study1","M","Study Phase",41,"Recall1",4118
"w10152143_ars","chart","birthday","0.5",0,2,"JOL","pie","Study1","M","Study Phase",50,"Recall1",4576
